Date,S&P Cryptocurrency Broad Digital Market Index (USD)
2017/12/5,1113.49
2017/12/6,1204.26
2017/12/7,1357.41
2017/12/8,1333.98
2017/12/11,1521.94
2017/12/12,1590
2017/12/13,1580.85
2017/12/14,1620.36
2017/12/15,1724.49
2017/12/18,1887.83
2017/12/19,1912.02
2017/12/20,1862.2
2017/12/21,1732.11
2017/12/22,1622.23
2017/12/25,1613.06
2017/12/26,1767.29
2017/12/27,1691.21
2017/12/28,1606.25
2017/12/29,1705.03
2018/1/1,1653.4
2018/1/2,1855.82
2018/1/3,1935.2
2018/1/4,1931.22
2018/1/5,2040.07
2018/1/8,2002.29
2018/1/9,2007.11
2018/1/10,1998.17
2018/1/11,1869.58
2018/1/12,1946.63
2018/1/15,1936.43
2018/1/16,1489.09
2018/1/17,1461.13
2018/1/18,1641.23
2018/1/19,1565.33
2018/1/22,1418.56
2018/1/23,1512.08
2018/1/24,1523.29
2018/1/25,1551.51
2018/1/26,1503.73
2018/1/29,1577.22
2018/1/30,1410.59
2018/1/31,1433.22
2018/2/1,1301.26
2018/2/2,1176.53
2018/2/5,963.47
2018/2/6,1030.28
2018/2/7,1104.32
2018/2/8,1122.48
2018/2/9,1183.1
2018/2/12,1212.33
2018/2/13,1191.96
2018/2/14,1280.99
2018/2/15,1349.89
2018/2/16,1356
2018/2/19,1443.05
2018/2/20,1460.19
2018/2/21,1290.94
2018/2/22,1251.78
2018/2/23,1262.12
2018/2/26,1295.96
2018/2/27,1332.76
2018/2/28,1319.42
2018/3/1,1352.01
2018/3/2,1335.4
2018/3/5,1367.79
2018/3/6,1267.72
2018/3/7,1159.64
2018/3/8,1117.29
2018/3/9,1080.87
2018/3/12,1067.76
2018/3/13,1078.67
2018/3/14,980.04
2018/3/15,962.01
2018/3/16,1002.24
2018/3/19,949.76
2018/3/20,1022.52
2018/3/21,1011.2
2018/3/22,973.76
2018/3/23,969.27
2018/3/26,883.78
2018/3/27,875.45
2018/3/28,870.32
2018/3/29,799.16
2018/3/30,744.45
2018/4/2,758.5
2018/4/3,816.37
2018/4/4,749.73
2018/4/5,740.29
2018/4/6,722.68
2018/4/9,736.95
2018/4/10,761.13
2018/4/11,778.24
2018/4/12,865.28
2018/4/13,932.02
2018/4/16,923.16
2018/4/17,922.2
2018/4/18,963.23
2018/4/19,1003.66
2018/4/20,1068.33
2018/4/23,1117.42
2018/4/24,1222.89
2018/4/25,1124.97
2018/4/26,1119.56
2018/4/27,1159.56
2018/4/30,1203.72
2018/5/1,1161.16
2018/5/2,1197.19
2018/5/3,1272.23
2018/5/4,1277.2
2018/5/7,1247.52
2018/5/8,1225.31
2018/5/9,1229.14
2018/5/10,1195.17
2018/5/11,1108.12
2018/5/14,1147.03
2018/5/15,1106.34
2018/5/16,1065.35
2018/5/17,1050.51
2018/5/18,1058.74
2018/5/21,1071.87
2018/5/22,1036.99
2018/5/23,940.42
2018/5/24,951.08
2018/5/25,926.08
2018/5/28,877.28
2018/5/29,922.43
2018/5/30,897.69
2018/5/31,936.83
2018/6/1,925.76
2018/6/4,947.79
2018/6/5,969.42
2018/6/6,953.26
2018/6/7,973.11
2018/6/8,961.81
2018/6/11,829.72
2018/6/12,790.99
2018/6/13,757.99
2018/6/14,819.02
2018/6/15,797.78
2018/6/18,813.4
2018/6/19,825.72
2018/6/20,821.87
2018/6/21,812.45
2018/6/22,739.66
2018/6/25,729.55
2018/6/26,708.54
2018/6/27,704.79
2018/6/28,698.14
2018/6/29,666.15
2018/7/2,772.21
2018/7/3,765.6
2018/7/4,776.52
2018/7/5,750.65
2018/7/6,755.49
2018/7/9,767.55
2018/7/10,719.9
2018/7/11,715.89
2018/7/12,697.26
2018/7/13,699.31
2018/7/16,770.03
2018/7/17,830.15
2018/7/18,829.31
2018/7/19,821.19
2018/7/20,792.37
2018/7/23,820.6
2018/7/24,868.24
2018/7/25,863.03
2018/7/26,871.21
2018/7/27,861.1
2018/7/30,840.88
2018/7/31,802.22
2018/8/1,783.05
2018/8/2,770.42
2018/8/3,761.85
2018/8/6,727.33
2018/8/7,724.07
2018/8/8,648.08
2018/8/9,659.35
2018/8/10,648.72
2018/8/13,595.56
2018/8/14,564.43
2018/8/15,599.76
2018/8/16,607.26
2018/8/17,627.56
2018/8/20,613.65
2018/8/21,605.64
2018/8/22,600.11
2018/8/23,601.15
2018/8/24,619.87
2018/8/27,631.75
2018/8/28,671.18
2018/8/29,658.97
2018/8/30,635.86
2018/8/31,660.17
2018/9/3,688.67
2018/9/4,687.51
2018/9/5,622.22
2018/9/6,584.98
2018/9/7,578.76
2018/9/10,556.05
2018/9/11,543.58
2018/9/12,545.07
2018/9/13,568.18
2018/9/14,579.37
2018/9/17,548.81
2018/9/18,560.34
2018/9/19,570.35
2018/9/20,576.6
2018/9/21,635.28
2018/9/24,614.27
2018/9/25,578.19
2018/9/26,601.61
2018/9/27,626.68
2018/9/28,619.37
2018/10/1,613.37
2018/10/2,611.38
2018/10/3,596.41
2018/10/4,611.28
2018/10/5,607.4
2018/10/8,618.63
2018/10/9,611.47
2018/10/10,606.76
2018/10/11,560.23
2018/10/12,561
2018/10/15,578.81
2018/10/16,585.49
2018/10/17,586.01
2018/10/18,578.93
2018/10/19,578.3
2018/10/22,579.68
2018/10/23,580.64
2018/10/24,582.05
2018/10/25,579.98
2018/10/26,578.91
2018/10/29,559.58
2018/10/30,560.02
2018/10/31,566.27
2018/11/1,567.61
2018/11/2,575.88
2018/11/5,589.77
2018/11/6,602.16
2018/11/7,608.47
2018/11/8,597.19
2018/11/9,586.92
2018/11/12,586.8
2018/11/13,581.3
2018/11/14,499.59
2018/11/15,500.41
2018/11/16,499.46
2018/11/19,443.46
2018/11/20,389.38
2018/11/21,399.68
2018/11/22,397.22
2018/11/23,374.9
2018/11/26,326.06
2018/11/27,329.47
2018/11/28,381.9
2018/11/29,367.03
2018/11/30,348.57
2018/12/3,335.22
2018/12/4,337.32
2018/12/5,324.16
2018/12/6,310.56
2018/12/7,284.87
2018/12/10,290.27
2018/12/11,284.5
2018/12/12,293.49
2018/12/13,275.97
2018/12/14,268.73
2018/12/17,307.1
2018/12/18,304.33
2018/12/19,326.95
2018/12/20,343.92
2018/12/21,335.58
2018/12/24,368.36
2018/12/25,345.77
2018/12/26,342.59
2018/12/27,320.68
2018/12/28,356.74
2018/12/31,335.42
2019/1/1,344
2019/1/2,361.43
2019/1/3,351.42
2019/1/4,352.93
2019/1/7,368.34
2019/1/8,368.36
2019/1/9,368.94
2019/1/10,328.67
2019/1/11,329.59
2019/1/14,331.58
2019/1/15,319.2
2019/1/16,323.73
2019/1/17,327.17
2019/1/18,323.98
2019/1/21,317.93
2019/1/22,323.81
2019/1/23,318.55
2019/1/24,321.82
2019/1/25,319.29
2019/1/28,300.41
2019/1/29,299.35
2019/1/30,306.79
2019/1/31,303.99
2019/2/1,306.21
2019/2/4,303.9
2019/2/5,303.74
2019/2/6,297.16
2019/2/7,297.78
2019/2/8,325.48
2019/2/11,324.24
2019/2/12,326.82
2019/2/13,321.56
2019/2/14,321.08
2019/2/15,321.72
2019/2/18,355.66
2019/2/19,362.96
2019/2/20,364.44
2019/2/21,357.42
2019/2/22,363.1
2019/2/25,350.23
2019/2/26,347.03
2019/2/27,337.98
2019/2/28,347.95
2019/3/1,352.26
2019/3/4,336.15
2019/3/5,352.94
2019/3/6,354.17
2019/3/7,358
2019/3/8,359.56
2019/3/11,353.46
2019/3/12,356.8
2019/3/13,356.82
2019/3/14,357.27
2019/3/15,364.83
2019/3/18,368.86
2019/3/19,371.95
2019/3/20,373.16
2019/3/21,367.36
2019/3/22,370.82
2019/3/25,362.48
2019/3/26,363.81
2019/3/27,376.54
2019/3/28,376.57
2019/3/29,383.37
2019/4/1,388.01
2019/4/2,444.85
2019/4/3,489.91
2019/4/4,449.02
2019/4/5,473.15
2019/4/8,488.05
2019/4/9,487.53
2019/4/10,503.28
2019/4/11,464.39
2019/4/12,463.93
2019/4/15,457.9
2019/4/16,475.48
2019/4/17,478.35
2019/4/18,487.24
2019/4/19,486.99
2019/4/22,488.62
2019/4/23,497.94
2019/4/24,476.37
2019/4/25,482.5
2019/4/26,452.5
2019/4/29,454.38
2019/4/30,465.75
2019/5/1,470.25
2019/5/2,476.32
2019/5/3,500.16
2019/5/6,501.38
2019/5/7,504.02
2019/5/8,503.35
2019/5/9,507.74
2019/5/10,530
2019/5/13,639.23
2019/5/14,641.64
2019/5/15,695.22
2019/5/16,680.24
2019/5/17,614.72
2019/5/20,670.15
2019/5/21,690.28
2019/5/22,680.81
2019/5/23,661.4
2019/5/24,689.7
2019/5/27,754.46
2019/5/28,749.37
2019/5/29,754.35
2019/5/30,741.93
2019/5/31,727.26
2019/6/3,736.07
2019/6/4,651.9
2019/6/5,672.57
2019/6/6,654.68
2019/6/7,687.35
2019/6/10,689.34
2019/6/11,685.75
2019/6/12,707.85
2019/6/13,714.27
2019/6/14,716.23
2019/6/17,784.03
2019/6/18,761.9
2019/6/19,771.5
2019/6/20,791.72
2019/6/21,825.19
2019/6/24,890.87
2019/6/25,917.07
2019/6/26,1069.88
2019/6/27,857.03
2019/6/28,956.43
2019/7/1,820.42
2019/7/2,852.62
2019/7/3,884.35
2019/7/4,916.85
2019/7/5,871.7
2019/7/8,944.21
2019/7/9,952.11
2019/7/10,910
2019/7/11,871.7
2019/7/12,877.86
2019/7/15,804.23
2019/7/16,717.02
2019/7/17,727.44
2019/7/18,786.15
2019/7/19,775.29
2019/7/22,754.78
2019/7/23,759.91
2019/7/24,729.13
2019/7/25,739.82
2019/7/26,746.91
2019/7/29,713.13
2019/7/30,725.19
2019/7/31,749.73
2019/8/1,766.73
2019/8/2,772.03
2019/8/5,852.68
2019/8/6,841.88
2019/8/7,846.13
2019/8/8,827.98
2019/8/9,834.75
2019/8/12,818.35
2019/8/13,787.01
2019/8/14,725.39
2019/8/15,723.83
2019/8/16,748.13
2019/8/19,765.63
2019/8/20,764.87
2019/8/21,723.93
2019/8/22,732.79
2019/8/23,748.61
2019/8/26,736.92
2019/8/27,727.62
2019/8/28,686.97
2019/8/29,676.27
2019/8/30,681.66
2019/9/2,720.02
2019/9/3,747.28
2019/9/4,748.66
2019/9/5,733.52
2019/9/6,722.28
2019/9/9,728.82
2019/9/10,708.57
2019/9/11,710.58
2019/9/12,725.52
2019/9/13,718.81
2019/9/16,720.26
2019/9/17,742.14
2019/9/18,742.67
2019/9/19,747.29
2019/9/20,737.98
2019/9/23,710.16
2019/9/24,611.8
2019/9/25,599.56
2019/9/26,583.42
2019/9/27,577.13
2019/9/30,599.99
2019/10/1,600.41
2019/10/2,599.47
2019/10/3,589.9
2019/10/4,596.89
2019/10/7,603.63
2019/10/8,599.25
2019/10/9,631.56
2019/10/10,627.55
2019/10/11,607.96
2019/10/14,614.15
2019/10/15,599.7
2019/10/16,583.05
2019/10/17,593.1
2019/10/18,585.12
2019/10/21,599.75
2019/10/22,597.3
2019/10/23,549.12
2019/10/24,552.42
2019/10/25,629.37
2019/10/28,679.35
2019/10/29,671.99
2019/10/30,668.34
2019/10/31,669.49
2019/11/1,665.05
2019/11/4,687.31
2019/11/5,683.4
2019/11/6,680.16
2019/11/7,670.46
2019/11/8,645.61
2019/11/11,643.24
2019/11/12,647.85
2019/11/13,646.06
2019/11/14,638.39
2019/11/15,623.54
2019/11/18,604.13
2019/11/19,595.91
2019/11/20,593.92
2019/11/21,555.7
2019/11/22,536.19
2019/11/25,521.07
2019/11/26,520.6
2019/11/27,549.74
2019/11/28,551.47
2019/11/29,562.4
2019/12/2,530.48
2019/12/3,531.45
2019/12/4,524.93
2019/12/5,535.28
2019/12/6,538.4
2019/12/9,528.6
2019/12/10,521.49
2019/12/11,518.85
2019/12/12,525.36
2019/12/13,525.3
2019/12/16,492.82
2019/12/17,467.51
2019/12/18,506.06
2019/12/19,505.36
2019/12/20,510.86
2019/12/23,521.53
2019/12/24,510.31
2019/12/25,509.96
2019/12/26,512.06
2019/12/27,510.36
2019/12/30,515.88
2019/12/31,507.17
2020/1/1,513.82
2020/1/2,492.94
2020/1/3,520.66
2020/1/6,543.35
2020/1/7,578.79
2020/1/8,565.39
2020/1/9,550.39
2020/1/10,573.42
2020/1/13,580.77
2020/1/14,627.6
2020/1/15,640.9
2020/1/16,636.03
2020/1/17,649.09
2020/1/20,632.43
2020/1/21,637.77
2020/1/22,632.86
2020/1/23,607.89
2020/1/24,616.77
2020/1/27,655.2
2020/1/28,660.83
2020/1/29,682.97
2020/1/30,700.76
2020/1/31,680.91
2020/2/3,689.54
2020/2/4,681.58
2020/2/5,722.76
2020/2/6,734.48
2020/2/7,733.78
2020/2/10,746.42
2020/2/11,781.1
2020/2/12,806.42
2020/2/13,791.97
2020/2/14,812.63
2020/2/17,740.03
2020/2/18,787.8
2020/2/19,778.47
2020/2/20,730.85
2020/2/21,742.78
2020/2/24,732.04
2020/2/25,707.23
2020/2/26,660.67
2020/2/27,671
2020/2/28,648.53
2020/3/2,672.68
2020/3/3,656.78
2020/3/4,655.28
2020/3/5,687.54
2020/3/6,691.02
2020/3/9,584.02
2020/3/10,593.9
2020/3/11,581.37
2020/3/12,441.12
2020/3/13,398.15
2020/3/16,367.26
2020/3/17,392.35
2020/3/18,390.7
2020/3/19,456.23
2020/3/20,447.15
2020/3/23,454.86
2020/3/24,484.56
2020/3/25,476.47
2020/3/26,480.85
2020/3/27,482.59
2020/3/30,463.16
2020/3/31,470.22
2020/4/1,451.55
2020/4/2,492.02
2020/4/3,492.79
2020/4/6,535.01
2020/4/7,536.91
2020/4/8,541.75
2020/4/9,536.57
2020/4/10,508.2
2020/4/13,501.31
2020/4/14,510.5
2020/4/15,496.31
2020/4/16,518.14
2020/4/17,523.95
2020/4/20,502.41
2020/4/21,511.46
2020/4/22,528.95
2020/4/23,559.38
2020/4/24,559.52
2020/4/27,571.69
2020/4/28,575.49
2020/4/29,645.7
2020/4/30,644.65
2020/5/1,639.9
2020/5/4,643.98
2020/5/5,647.8
2020/5/6,665.51
2020/5/7,703.99
2020/5/8,710.92
2020/5/11,623.87
2020/5/12,632.52
2020/5/13,655.23
2020/5/14,684.51
2020/5/15,661.16
2020/5/18,692.66
2020/5/19,688.42
2020/5/20,681.07
2020/5/21,646.79
2020/5/22,660.94
2020/5/25,647.84
2020/5/26,637.52
2020/5/27,660.77
2020/5/28,681.09
2020/5/29,679.51
2020/6/1,701.78
2020/6/2,696.01
2020/6/3,704.36
2020/6/4,718.59
2020/6/5,714.23
2020/6/8,712.38
2020/6/9,715.28
2020/6/10,725.76
2020/6/11,678.07
2020/6/12,692.15
2020/6/15,688.74
2020/6/16,693.66
2020/6/17,682.75
2020/6/18,686.13
2020/6/19,679.71
2020/6/22,702.88
2020/6/23,708.11
2020/6/24,682.05
2020/6/25,681.35
2020/6/26,673.23
2020/6/29,669.13
2020/6/30,666.66
2020/7/1,677.08
2020/7/2,662.38
2020/7/3,667.36
2020/7/6,688.63
2020/7/7,688.35
2020/7/8,711.62
2020/7/9,692.63
2020/7/10,694.49
2020/7/13,694.93
2020/7/14,701.97
2020/7/15,693.92
2020/7/16,687.7
2020/7/17,691.55
2020/7/20,690
2020/7/21,706.96
2020/7/22,709.76
2020/7/23,732.57
2020/7/24,734.82
2020/7/27,817.97
2020/7/28,832.99
2020/7/29,846.58
2020/7/30,846.63
2020/7/31,863.49
2020/8/3,892.36
2020/8/4,879.62
2020/8/5,907.64
2020/8/6,924.41
2020/8/7,889.32
2020/8/10,928.04
2020/8/11,889.46
2020/8/12,906.94
2020/8/13,912.46
2020/8/14,948.72
2020/8/17,991.5
2020/8/18,960.17
2020/8/19,921.87
2020/8/20,944.85
2020/8/21,925.21
2020/8/24,935.8
2020/8/25,892.54
2020/8/26,910.56
2020/8/27,885.48
2020/8/28,912.36
2020/8/31,947.81
2020/9/1,977.79
2020/9/2,918.58
2020/9/3,860.28
2020/9/4,845.72
2020/9/7,795.59
2020/9/8,784.06
2020/9/9,812.61
2020/9/10,815.91
2020/9/11,822.7
2020/9/14,843.63
2020/9/15,841.31
2020/9/16,851.08
2020/9/17,858.21
2020/9/18,849.65
2020/9/21,803.3
2020/9/22,803.56
2020/9/23,783.64
2020/9/24,815.48
2020/9/25,828.91
2020/9/28,842.44
2020/9/29,831.17
2020/9/30,828
2020/10/1,820.38
2020/10/2,808.04
2020/10/5,827.32
2020/10/6,809.64
2020/10/7,815.09
2020/10/8,834.46
2020/10/9,850.28
2020/10/12,892.16
2020/10/13,878.31
2020/10/14,871.56
2020/10/15,884.03
2020/10/16,862.97
2020/10/19,890.1
2020/10/20,890.57
2020/10/21,947.89
2020/10/22,982.14
2020/10/23,967.11
2020/10/26,963
2020/10/27,1004.74
2020/10/28,965.33
2020/10/29,982.85
2020/10/30,979.86
2020/11/2,985.18
2020/11/3,984.36
2020/11/4,1006.71
2020/11/5,1071.1
2020/11/6,1109.17
2020/11/9,1104.35
2020/11/10,1104.1
2020/11/11,1131.88
2020/11/12,1149.49
2020/11/13,1162.31
2020/11/16,1192.66
2020/11/17,1252.02
2020/11/18,1239.77
2020/11/19,1266.51
2020/11/20,1315.16
2020/11/23,1370.15
2020/11/24,1440.46
2020/11/25,1409.41
2020/11/26,1271.74
2020/11/27,1260.68
2020/11/30,1442.1
2020/12/1,1411.34
2020/12/2,1418.08
2020/12/3,1439.92
2020/12/4,1400.08
2020/12/7,1403.95
2020/12/8,1365.47
2020/12/9,1351.9
2020/12/10,1350.79
2020/12/11,1318.86
2020/12/14,1400.45
2020/12/15,1419.66
2020/12/16,1510.07
2020/12/17,1631.36
2020/12/18,1632.97
2020/12/21,1607.41
2020/12/22,1638.86
2020/12/23,1596.53
2020/12/24,1597.92
2020/12/25,1666.36
2020/12/28,1835.38
2020/12/29,1830.36
2020/12/30,1929.21
2020/12/31,1950.81
2021/1/1,1956.72
2021/1/4,2173.9
2021/1/5,2351.77
2021/1/6,2523.97
2021/1/7,2709.8
2021/1/8,2636.86
2021/1/11,2298.65
2021/1/12,2372.37
2021/1/13,2506.64
2021/1/14,2707.13
2021/1/15,2484.05
2021/1/18,2577.25
2021/1/19,2645.62
2021/1/20,2555.63
2021/1/21,2321.85
2021/1/22,2442.03
2021/1/25,2468.56
2021/1/26,2384.72
2021/1/27,2336.86
2021/1/28,2417.15
2021/1/29,2523.01
2021/2/1,2508.53
2021/2/2,2680.95
2021/2/3,2805.01
2021/2/4,2843.46
2021/2/5,2901.67
2021/2/8,3268.32
2021/2/9,3479.34
2021/2/10,3358.61
2021/2/11,3550.6
2021/2/12,3653.74
2021/2/15,3722.42
2021/2/16,3670.41
2021/2/17,3919.11
2021/2/18,3973.3
2021/2/19,4224.79
2021/2/22,4055.39
2021/2/23,3567.94
2021/2/24,3690.05
2021/2/25,3688.69
2021/2/26,3476.29
2021/3/1,3655.07
2021/3/2,3574.17
2021/3/3,3800.26
2021/3/4,3638.04
2021/3/5,3706.02
2021/3/8,3931.04
2021/3/9,4135.73
2021/3/10,4198.94
2021/3/11,4297
2021/3/12,4190.64
2021/3/15,4215.75
2021/3/16,4187.3
2021/3/17,4348.41
2021/3/18,4273.88
2021/3/19,4425.75
2021/3/22,4189.82
2021/3/23,4145.59
2021/3/24,4080.38
2021/3/25,3923.28
2021/3/26,4069.72
2021/3/29,4365.98
2021/3/30,4476.49
2021/3/31,4455.38
2021/4/1,4536.89
2021/4/2,4581.27
2021/4/5,4680.17
2021/4/6,4661.73
2021/4/7,4425.32
2021/4/8,4608.35
2021/4/9,4670.01
2021/4/12,4861.66
2021/4/13,5102.32
2021/4/14,5034.26
2021/4/15,5241.09
2021/4/16,5150.68
2021/4/19,4651.26
2021/4/20,4781.32
2021/4/21,4751.31
2021/4/22,4582.5
2021/4/23,4349.01
2021/4/26,4616.64
2021/4/27,4749.07
2021/4/28,4830.69
2021/4/29,4672.44
2021/4/30,4984.95
2021/5/3,5237.87
2021/5/4,5061.42
2021/5/5,5328.64
2021/5/6,5325.38
2021/5/7,5415.67
2021/5/10,5393.29
2021/5/11,5547.49
2021/5/12,5395.92
2021/5/13,4828.86
2021/5/14,5148.73
2021/5/17,4530.05
2021/5/18,4508.39
2021/5/19,3743.39
2021/5/20,3876.76
2021/5/21,3354.1
2021/5/24,3672.13
2021/5/25,3470.03
2021/5/26,3710.43
2021/5/27,3739.11
2021/5/28,3419.77
2021/5/31,3538.16
2021/6/1,3469.09
2021/6/2,3707.85
2021/6/3,3772.09
2021/6/4,3591.84
2021/6/7,3529.33
2021/6/8,3234.78
2021/6/9,3462.06
2021/6/10,3425.4
2021/6/11,3412.19
2021/6/14,3622.73
2021/6/15,3636.46
2021/6/16,3512.04
2021/6/17,3423.99
2021/6/18,3187.76
2021/6/21,2893.63
2021/6/22,2800.28
2021/6/23,2852.91
2021/6/24,3046.93
2021/6/25,2812.64
2021/6/28,3045.71
2021/6/29,3220.95
2021/6/30,3127.37
2021/7/1,2968.62
2021/7/2,2986.72
2021/7/5,3103.27
2021/7/6,3141.7
2021/7/7,3214.7
2021/7/8,3017.79
2021/7/9,3028.96
2021/7/12,2937.35
2021/7/13,2864.13
2021/7/14,2903.64
2021/7/15,2809.47
2021/7/16,2811.65
2021/7/19,2676.51
2021/7/20,2591.17
2021/7/21,2766.49
2021/7/22,2867.86
2021/7/23,2843.83
2021/7/26,3424.3
2021/7/27,3241.68
2021/7/28,3417.52
2021/7/29,3389.48
2021/7/30,3418.81
2021/8/2,3501.12
2021/8/3,3396.25
2021/8/4,3584.17
2021/8/5,3673.86
2021/8/6,3853.35
2021/8/9,4104.77
2021/8/10,4105.53
2021/8/11,4274.49
2021/8/12,4057.52
2021/8/13,4272.77
2021/8/16,4319.6
2021/8/17,4247.9
2021/8/18,4175.52
2021/8/19,4373.06
2021/8/20,4552.32
2021/8/23,4668.35
2021/8/24,4545.22
2021/8/25,4567.69
2021/8/26,4384.78
2021/8/27,4565.09
2021/8/30,4648.25
2021/8/31,4595.45
2021/9/1,4775.4
2021/9/2,4889.33
2021/9/3,5037.98
2021/9/6,5152.47
2021/9/7,4525.37
2021/9/8,4592.91
2021/9/9,4601.21
2021/9/10,4486.09
2021/9/13,4417.6
2021/9/14,4542.88
2021/9/15,4739.13
2021/9/16,4687.72
2021/9/17,4610.03
2021/9/20,4207.68
2021/9/21,4022.83
2021/9/22,4214.62
2021/9/23,4370.58
2021/9/24,4119.17
2021/9/27,4135.64
2021/9/28,3962.04
2021/9/29,3942.4
2021/9/30,4148.43
2021/10/1,4576.37
2021/10/4,4687.96
2021/10/5,4793.14
2021/10/6,4995.85
2021/10/7,4967.16
2021/10/8,5020.21
2021/10/11,5049.98
2021/10/12,4922.14
2021/10/13,5076.35
2021/10/14,5197.11
2021/10/15,5395.95
2021/10/18,5301.71
2021/10/19,5488.36
2021/10/20,5741.76
2021/10/21,5542.94
2021/10/22,5448.98
2021/10/25,5625.03
2021/10/26,5627.89
2021/10/27,5297.42
2021/10/28,5528.42
2021/10/29,5659.2
2021/11/1,5630.62
2021/11/2,5828.84
2021/11/3,5860.93
2021/11/4,5717.66
2021/11/5,5740.54
2021/11/8,6111.93
2021/11/9,6215.99
2021/11/10,6031.64
2021/11/11,6057.05
2021/11/12,5988.32
2021/11/15,5937.28
2021/11/16,5500.51
2021/11/17,5574.43
2021/11/18,5324.24
2021/11/19,5445.32
2021/11/22,5265.55
2021/11/23,5518.31
