Date,S&P U.S. Aggregate Bond Index
2016/3/23,187.18
2016/3/24,187.01
2016/3/28,187.18
2016/3/29,187.79
2016/3/30,187.7
2016/3/31,188.04
2016/4/1,188.1
2016/4/4,188.23
2016/4/5,188.6
2016/4/6,188.39
2016/4/7,188.89
2016/4/8,188.69
2016/4/11,188.74
2016/4/12,188.4
2016/4/13,188.57
2016/4/14,188.45
2016/4/15,188.79
2016/4/18,188.69
2016/4/19,188.66
2016/4/20,188.25
2016/4/21,188.16
2016/4/22,188.1
2016/4/25,188.01
2016/4/26,187.84
2016/4/27,188.32
2016/4/28,188.59
2016/4/29,188.72
2016/5/2,188.45
2016/5/3,188.96
2016/5/4,189.05
2016/5/5,189.31
2016/5/6,189.13
2016/5/9,189.3
2016/5/10,189.3
2016/5/11,189.45
2016/5/12,189.23
2016/5/13,189.55
2016/5/16,189.2
2016/5/17,189.11
2016/5/18,188.27
2016/5/19,188.48
2016/5/20,188.5
2016/5/23,188.54
2016/5/24,188.4
2016/5/25,188.32
2016/5/26,188.72
2016/5/27,188.63
2016/5/31,188.69
2016/6/1,188.71
2016/6/2,188.99
2016/6/3,189.83
2016/6/6,189.68
2016/6/7,189.83
2016/6/8,189.97
2016/6/9,190.18
2016/6/10,190.43
2016/6/13,190.62
2016/6/14,190.53
2016/6/15,190.73
2016/6/16,190.89
2016/6/17,190.59
2016/6/20,190.3
2016/6/21,190.15
2016/6/22,190.27
2016/6/23,189.94
2016/6/24,190.93
2016/6/27,191.78
2016/6/28,191.79
2016/6/29,191.67
2016/6/30,191.76
2016/7/1,192.15
2016/7/5,193.02
2016/7/6,192.88
2016/7/7,192.97
2016/7/8,193.2
2016/7/11,192.85
2016/7/12,192.34
2016/7/13,192.73
2016/7/14,192.3
2016/7/15,191.86
2016/7/18,191.94
2016/7/19,192.17
2016/7/20,192
2016/7/21,192.11
2016/7/22,192.1
2016/7/25,192.07
2016/7/26,192.08
2016/7/27,192.5
2016/7/28,192.53
2016/7/29,192.93
2016/8/1,192.65
2016/8/2,192.28
2016/8/3,192.25
2016/8/4,192.64
2016/8/5,192.05
2016/8/8,192.14
2016/8/9,192.52
2016/8/10,192.86
2016/8/11,192.31
2016/8/12,192.77
2016/8/15,192.53
2016/8/16,192.35
2016/8/17,192.54
2016/8/18,192.81
2016/8/19,192.48
2016/8/22,192.86
2016/8/23,192.86
2016/8/24,192.85
2016/8/25,192.69
2016/8/26,192.21
2016/8/29,192.86
2016/8/30,192.77
2016/8/31,192.74
2016/9/1,192.78
2016/9/2,192.54
2016/9/6,193.05
2016/9/7,193.09
2016/9/8,192.42
2016/9/9,191.9
2016/9/12,191.92
2016/9/13,191.46
2016/9/14,191.73
2016/9/15,191.67
2016/9/16,191.75
2016/9/19,191.72
2016/9/20,191.84
2016/9/21,192.06
2016/9/22,192.45
2016/9/23,192.57
2016/9/26,192.82
2016/9/27,193.05
2016/9/28,192.98
2016/9/29,193.1
2016/9/30,192.63
2016/10/3,192.61
2016/10/4,192.14
2016/10/5,191.93
2016/10/6,191.76
2016/10/7,191.81
2016/10/11,191.58
2016/10/12,191.55
2016/10/13,191.86
2016/10/14,191.43
2016/10/17,191.73
2016/10/18,191.91
2016/10/19,191.97
2016/10/20,192
2016/10/21,192.05
2016/10/24,191.89
2016/10/25,191.92
2016/10/26,191.64
2016/10/27,191.22
2016/10/28,191.2
2016/10/31,191.25
2016/11/1,191.35
2016/11/2,191.49
2016/11/3,191.33
2016/11/4,191.6
2016/11/7,191.31
2016/11/8,191.03
2016/11/9,189.35
2016/11/10,188.86
2016/11/14,187.92
2016/11/15,187.97
2016/11/16,188.21
2016/11/17,187.71
2016/11/18,187.21
2016/11/21,187.2
2016/11/22,187.29
2016/11/23,186.94
2016/11/25,186.9
2016/11/28,187.39
2016/11/29,187.6
2016/11/30,187.01
2016/12/1,186.51
2016/12/2,186.96
2016/12/5,186.99
2016/12/6,186.99
2016/12/7,187.44
2016/12/8,187.12
2016/12/9,186.53
2016/12/12,186.57
2016/12/13,186.63
2016/12/14,186.04
2016/12/15,185.66
2016/12/16,185.54
2016/12/19,186.1
2016/12/20,185.94
2016/12/21,186.21
2016/12/22,186.19
2016/12/23,186.28
2016/12/27,186.12
2016/12/28,186.62
2016/12/29,186.98
2016/12/30,187.29
2017/1/3,187.3
2017/1/4,187.36
2017/1/5,188.17
2017/1/6,187.68
2017/1/9,188.06
2017/1/10,188.04
2017/1/11,188.16
2017/1/12,188.22
2017/1/13,187.98
2017/1/17,188.55
2017/1/18,187.86
2017/1/19,187.4
2017/1/20,187.45
2017/1/23,188.08
2017/1/24,187.55
2017/1/25,187.07
2017/1/26,187.28
2017/1/27,187.51
2017/1/30,187.49
2017/1/31,187.72
2017/2/1,187.51
2017/2/2,187.59
2017/2/3,187.52
2017/2/6,188.15
2017/2/7,188.34
2017/2/8,188.8
2017/2/9,188.53
2017/2/10,188.46
2017/2/13,188.33
2017/2/14,188.01
2017/2/15,187.71
2017/2/16,188.2
2017/2/17,188.47
2017/2/21,188.43
2017/2/22,188.55
2017/2/23,188.84
2017/2/24,189.46
2017/2/27,189.07
2017/2/28,189.09
2017/3/1,188.21
2017/3/2,188
2017/3/3,188.06
2017/3/6,188.04
2017/3/7,187.83
2017/3/8,187.42
2017/3/9,186.93
2017/3/10,187.1
2017/3/13,186.83
2017/3/14,186.92
2017/3/15,187.83
2017/3/16,187.7
2017/3/17,187.95
2017/3/20,188.24
2017/3/21,188.63
2017/3/22,188.9
2017/3/23,188.77
2017/3/24,188.93
2017/3/27,189.18
2017/3/28,188.82
2017/3/29,189.14
2017/3/30,188.87
2017/3/31,189.06
2017/4/3,189.58
2017/4/4,189.48
2017/4/5,189.56
2017/4/6,189.62
2017/4/7,189.31
2017/4/10,189.47
2017/4/11,190.07
2017/4/12,190.22
2017/4/13,190.68
2017/4/17,190.53
2017/4/18,191.18
2017/4/19,190.94
2017/4/20,190.64
2017/4/21,190.7
2017/4/24,190.44
2017/4/25,189.9
2017/4/26,190.12
2017/4/27,190.28
2017/4/28,190.4
2017/5/1,190.06
2017/5/2,190.39
2017/5/3,190.3
2017/5/4,189.98
2017/5/5,190.05
2017/5/8,189.88
2017/5/9,189.71
2017/5/10,189.68
2017/5/11,189.77
2017/5/12,190.39
2017/5/15,190.36
2017/5/16,190.54
2017/5/17,191.47
2017/5/18,191.31
2017/5/19,191.28
2017/5/22,191.24
2017/5/23,190.94
2017/5/24,191.17
2017/5/25,191.27
2017/5/26,191.31
2017/5/30,191.59
2017/5/31,191.72
2017/6/1,191.61
2017/6/2,192.13
2017/6/5,191.94
2017/6/6,192.27
2017/6/7,192.05
2017/6/8,191.9
2017/6/9,191.8
2017/6/12,191.74
2017/6/13,191.78
2017/6/14,192.47
2017/6/15,192.25
2017/6/16,192.34
2017/6/19,192.14
2017/6/20,192.5
2017/6/21,192.52
2017/6/22,192.57
2017/6/23,192.64
2017/6/26,192.81
2017/6/27,192.32
2017/6/28,192.25
2017/6/29,191.9
2017/6/30,191.63
2017/7/3,191.32
2017/7/5,191.48
2017/7/6,191.21
2017/7/7,191.04
2017/7/10,191.26
2017/7/11,191.38
2017/7/12,191.79
2017/7/13,191.62
2017/7/14,191.8
2017/7/17,191.97
2017/7/18,192.39
2017/7/19,192.41
2017/7/20,192.49
2017/7/21,192.78
2017/7/24,192.63
2017/7/25,191.99
2017/7/26,192.37
2017/7/27,192.2
2017/7/28,192.44
2017/7/31,192.44
2017/8/1,192.81
2017/8/2,192.73
2017/8/3,193.14
2017/8/4,192.79
2017/8/7,192.84
2017/8/8,192.69
2017/8/9,192.84
2017/8/10,193.12
2017/8/11,193.19
2017/8/14,193
2017/8/15,192.75
2017/8/16,193.02
2017/8/17,193.36
2017/8/18,193.3
2017/8/21,193.42
2017/8/22,193.21
2017/8/23,193.57
2017/8/24,193.4
2017/8/25,193.59
2017/8/28,193.68
2017/8/29,193.88
2017/8/30,193.82
2017/8/31,193.98
2017/9/1,193.67
2017/9/5,194.27
2017/9/6,193.96
2017/9/7,194.44
2017/9/8,194.34
2017/9/11,193.77
2017/9/12,193.5
2017/9/13,193.34
2017/9/14,193.46
2017/9/15,193.42
2017/9/18,193.27
2017/9/19,193.22
2017/9/20,193.07
2017/9/21,193
2017/9/22,193.18
2017/9/25,193.56
2017/9/26,193.5
2017/9/27,193.04
2017/9/28,193.04
2017/9/29,193.02
2017/10/2,192.99
2017/10/3,193.19
2017/10/4,193.2
2017/10/5,192.99
2017/10/6,192.84
2017/10/10,192.93
2017/10/11,193
2017/10/12,193.19
2017/10/13,193.55
2017/10/16,193.4
2017/10/17,193.4
2017/10/18,193.1
2017/10/19,193.2
2017/10/20,192.75
2017/10/23,192.92
2017/10/24,192.65
2017/10/25,192.44
2017/10/26,192.27
2017/10/27,192.59
2017/10/30,193.12
2017/10/31,193.03
2017/11/1,193.09
2017/11/2,193.29
2017/11/3,193.42
2017/11/6,193.58
2017/11/7,193.6
2017/11/8,193.42
2017/11/9,193.28
2017/11/10,192.62
2017/11/13,192.67
2017/11/14,192.86
2017/11/15,193.23
2017/11/16,192.91
2017/11/17,193.14
2017/11/20,193.03
2017/11/21,193.12
2017/11/22,193.51
2017/11/24,193.39
2017/11/27,193.46
2017/11/28,193.47
2017/11/29,193.12
2017/11/30,192.8
2017/12/1,193.3
2017/12/4,193.28
2017/12/5,193.45
2017/12/6,193.67
2017/12/7,193.42
2017/12/8,193.38
2017/12/11,193.26
2017/12/12,193.23
2017/12/13,193.72
2017/12/14,193.79
2017/12/15,193.82
2017/12/18,193.55
2017/12/19,193.03
2017/12/20,192.63
2017/12/21,192.76
2017/12/22,192.8
2017/12/26,192.97
2017/12/27,193.53
2017/12/28,193.42
2017/12/29,193.62
2018/1/2,193.19
2018/1/3,193.36
2018/1/4,193.28
2018/1/5,193.15
2018/1/8,193.15
2018/1/9,192.6
2018/1/10,192.64
2018/1/11,192.79
2018/1/12,192.76
2018/1/16,192.91
2018/1/17,192.63
2018/1/18,192.25
2018/1/19,191.98
2018/1/22,191.92
2018/1/23,192.22
2018/1/24,192.01
2018/1/25,192.37
2018/1/26,192.04
2018/1/29,191.8
2018/1/30,191.53
2018/1/31,191.63
2018/2/1,191.06
2018/2/2,190.63
2018/2/5,191.37
2018/2/6,190.92
2018/2/7,190.45
2018/2/8,190.46
2018/2/9,190.18
2018/2/12,190.13
2018/2/13,190.25
2018/2/14,189.53
2018/2/15,189.69
2018/2/16,189.98
2018/2/20,189.96
2018/2/21,189.48
2018/2/22,189.65
2018/2/23,190.02
2018/2/26,190.14
2018/2/27,189.87
2018/2/28,190.1
2018/3/1,190.53
2018/3/2,190.04
2018/3/5,189.89
2018/3/6,189.94
2018/3/7,189.91
2018/3/8,190.11
2018/3/9,189.89
2018/3/12,190.14
2018/3/13,190.3
2018/3/14,190.53
2018/3/15,190.48
2018/3/16,190.31
2018/3/19,190.22
2018/3/20,189.95
2018/3/21,189.95
2018/3/22,190.35
2018/3/23,190.39
2018/3/26,190.19
2018/3/27,190.78
2018/3/28,190.81
2018/3/29,191.09
2018/4/2,191.14
2018/4/3,190.76
2018/4/4,190.7
2018/4/5,190.49
2018/4/6,191.03
2018/4/9,191.09
2018/4/10,190.94
2018/4/11,191.08
2018/4/12,190.7
2018/4/13,190.77
2018/4/16,190.78
2018/4/17,190.89
2018/4/18,190.4
2018/4/19,190.05
2018/4/20,189.63
2018/4/23,189.51
2018/4/24,189.34
2018/4/25,189.01
2018/4/26,189.33
2018/4/27,189.62
2018/4/30,189.72
2018/5/1,189.48
2018/5/2,189.44
2018/5/3,189.62
2018/5/4,189.67
2018/5/7,189.66
2018/5/8,189.49
2018/5/9,189.19
2018/5/10,189.54
2018/5/11,189.65
2018/5/14,189.52
2018/5/15,188.86
2018/5/16,188.59
2018/5/17,188.47
2018/5/18,188.88
2018/5/21,188.94
2018/5/22,188.93
2018/5/23,189.43
2018/5/24,189.74
2018/5/25,190.18
2018/5/29,191.15
2018/5/30,190.6
2018/5/31,190.49
2018/6/1,190.09
2018/6/4,189.74
2018/6/5,189.93
2018/6/6,189.46
2018/6/7,189.88
2018/6/8,189.7
2018/6/11,189.61
2018/6/12,189.6
2018/6/13,189.46
2018/6/14,189.84
2018/6/15,189.9
2018/6/18,189.92
2018/6/19,190.14
2018/6/20,189.77
2018/6/21,189.98
2018/6/22,189.97
2018/6/25,190.1
2018/6/26,190.16
2018/6/27,190.6
2018/6/28,190.52
2018/6/29,190.47
2018/7/2,190.37
2018/7/3,190.69
2018/7/5,190.84
2018/7/6,191.03
2018/7/9,190.9
2018/7/10,190.87
2018/7/11,191.09
2018/7/12,191.09
2018/7/13,191.33
2018/7/16,191.18
2018/7/17,191.09
2018/7/18,191
2018/7/19,191.32
2018/7/20,190.92
2018/7/23,190.37
2018/7/24,190.56
2018/7/25,190.53
2018/7/26,190.43
2018/7/27,190.58
2018/7/30,190.52
2018/7/31,190.72
2018/8/1,190.42
2018/8/2,190.52
2018/8/3,190.85
2018/8/6,190.95
2018/8/7,190.73
2018/8/8,190.79
2018/8/9,191.1
2018/8/10,191.5
2018/8/13,191.41
2018/8/14,191.28
2018/8/15,191.57
2018/8/16,191.56
2018/8/17,191.62
2018/8/20,192.05
2018/8/21,191.91
2018/8/22,192.08
2018/8/23,192.08
2018/8/24,192.14
2018/8/27,191.91
2018/8/28,191.65
2018/8/29,191.63
2018/8/30,191.77
2018/8/31,191.74
2018/9/4,191.44
2018/9/5,191.37
2018/9/6,191.62
2018/9/7,191.11
2018/9/10,191.21
2018/9/11,190.85
2018/9/12,191
2018/9/13,191.08
2018/9/14,190.89
2018/9/17,190.92
2018/9/18,190.46
2018/9/19,190.2
2018/9/20,190.36
2018/9/21,190.46
2018/9/24,190.37
2018/9/25,190.25
2018/9/26,190.66
2018/9/27,190.73
2018/9/28,190.76
2018/10/1,190.52
2018/10/2,190.79
2018/10/3,189.91
2018/10/4,189.49
2018/10/5,189.15
2018/10/9,189.44
2018/10/10,189.42
2018/10/11,189.92
2018/10/12,189.75
2018/10/15,189.78
2018/10/16,189.81
2018/10/17,189.51
2018/10/18,189.55
2018/10/19,189.37
2018/10/22,189.34
2018/10/23,189.52
2018/10/24,190.01
2018/10/25,189.81
2018/10/26,190.2
2018/10/29,190.18
2018/10/30,189.83
2018/10/31,189.54
2018/11/1,189.62
2018/11/2,188.98
2018/11/5,189.11
2018/11/6,189.11
2018/11/7,189.2
2018/11/8,189.06
2018/11/9,189.4
2018/11/13,189.39
2018/11/14,189.51
2018/11/15,189.45
2018/11/16,189.83
2018/11/19,190
2018/11/20,189.84
2018/11/21,189.84
2018/11/23,189.95
2018/11/26,189.88
2018/11/27,189.94
2018/11/28,189.93
2018/11/29,190.1
2018/11/30,190.22
2018/12/3,190.58
2018/12/4,191.08
2018/12/6,191.29
2018/12/7,191.66
2018/12/10,191.78
2018/12/11,191.65
2018/12/12,191.51
2018/12/13,191.57
2018/12/14,191.75
2018/12/17,192.11
2018/12/18,192.51
2018/12/19,192.96
2018/12/20,192.66
2018/12/21,192.68
2018/12/24,193.11
2018/12/26,192.55
2018/12/27,192.69
2018/12/28,193.2
2018/12/31,193.56
2019/1/2,193.89
2019/1/3,194.72
2019/1/4,193.94
2019/1/7,193.76
2019/1/8,193.6
2019/1/9,193.72
2019/1/10,193.56
2019/1/11,193.87
2019/1/14,193.83
2019/1/15,193.76
2019/1/16,193.78
2019/1/17,193.7
2019/1/18,193.52
2019/1/22,193.83
2019/1/23,193.84
2019/1/24,194.22
2019/1/25,194.03
2019/1/28,194.09
2019/1/29,194.45
2019/1/30,194.73
2019/1/31,195.36
2019/2/1,194.94
2019/2/4,194.77
2019/2/5,195.09
2019/2/6,195.17
2019/2/7,195.46
2019/2/8,195.61
2019/2/11,195.49
2019/2/12,195.38
2019/2/13,195.16
2019/2/14,195.51
2019/2/15,195.54
2019/2/19,195.83
2019/2/20,195.76
2019/2/21,195.39
2019/2/22,195.7
2019/2/25,195.66
2019/2/26,195.93
2019/2/27,195.54
2019/2/28,195.35
2019/3/1,194.97
2019/3/4,195.35
2019/3/5,195.44
2019/3/6,195.68
2019/3/7,196.08
2019/3/8,196.23
2019/3/11,196.16
2019/3/12,196.59
2019/3/13,196.56
2019/3/14,196.35
2019/3/15,196.68
2019/3/18,196.7
2019/3/19,196.67
2019/3/20,197.35
2019/3/21,197.44
2019/3/22,198.33
2019/3/25,198.63
2019/3/26,198.69
2019/3/27,199.08
2019/3/28,199.08
2019/3/29,198.97
2019/4/1,198.23
2019/4/2,198.4
2019/4/3,198.06
2019/4/4,198.22
2019/4/5,198.35
2019/4/8,198.25
2019/4/9,198.45
2019/4/10,198.69
2019/4/11,198.5
2019/4/12,198.11
2019/4/15,198.27
2019/4/16,197.96
2019/4/17,197.98
2019/4/18,198.29
2019/4/22,198.05
2019/4/23,198.25
2019/4/24,198.7
2019/4/25,198.65
2019/4/26,198.97
2019/4/29,198.76
2019/4/30,198.99
2019/5/1,199.06
2019/5/2,198.71
2019/5/3,198.91
2019/5/6,199.17
2019/5/7,199.52
2019/5/8,199.28
2019/5/9,199.48
2019/5/10,199.41
2019/5/13,199.91
2019/5/14,199.8
2019/5/15,200.18
2019/5/16,200
2019/5/17,200.06
2019/5/20,199.88
2019/5/21,199.74
2019/5/22,200.06
2019/5/23,200.69
2019/5/24,200.65
2019/5/28,201.09
2019/5/29,201.11
2019/5/30,201.56
2019/5/31,202.34
2019/6/3,202.94
2019/6/4,202.51
2019/6/5,202.47
2019/6/6,202.45
2019/6/7,202.96
2019/6/10,202.58
2019/6/11,202.59
2019/6/12,202.81
2019/6/13,203.08
2019/6/14,203.1
2019/6/17,203.13
2019/6/18,203.48
2019/6/19,203.96
2019/6/20,204.34
2019/6/21,203.89
2019/6/24,204.41
2019/6/25,204.57
2019/6/26,204.15
2019/6/27,204.55
2019/6/28,204.66
2019/7/1,204.64
2019/7/2,205.05
2019/7/3,205.34
2019/7/5,204.64
2019/7/8,204.58
2019/7/9,204.46
2019/7/10,204.55
2019/7/11,203.98
2019/7/12,204.05
2019/7/15,204.35
2019/7/16,204.12
2019/7/17,204.72
2019/7/18,204.95
2019/7/19,204.82
2019/7/22,204.96
2019/7/23,204.82
2019/7/24,205.04
2019/7/25,204.83
2019/7/26,204.86
2019/7/29,204.98
2019/7/30,205.03
2019/7/31,205.3
2019/8/1,206.55
2019/8/2,206.76
2019/8/5,207.71
2019/8/6,207.91
2019/8/7,207.93
2019/8/8,207.98
2019/8/9,207.76
2019/8/12,208.62
2019/8/13,208.21
2019/8/14,209.09
2019/8/15,209.84
2019/8/16,209.63
2019/8/19,209.04
2019/8/20,209.57
2019/8/21,209.31
2019/8/22,209.07
2019/8/23,209.89
2019/8/26,209.71
2019/8/27,210.35
2019/8/28,210.47
2019/8/29,210.27
2019/8/30,210.33
2019/9/3,210.54
2019/9/4,210.79
2019/9/5,209.8
2019/9/6,209.99
2019/9/9,209.24
2019/9/10,208.25
2019/9/11,208.17
2019/9/12,207.88
2019/9/13,206.77
2019/9/16,207.37
2019/9/17,207.63
2019/9/18,207.79
2019/9/19,207.94
2019/9/20,208.66
2019/9/23,208.83
2019/9/24,209.44
2019/9/25,208.59
2019/9/26,208.89
2019/9/27,209.08
2019/9/30,209.24
2019/10/1,209.61
2019/10/2,209.85
2019/10/3,210.45
2019/10/4,210.74
2019/10/7,210.35
2019/10/8,210.53
2019/10/9,210.2
2019/10/10,209.44
2019/10/11,208.79
2019/10/15,208.65
2019/10/16,208.87
2019/10/17,208.78
2019/10/18,208.9
2019/10/21,208.53
2019/10/22,208.84
2019/10/23,208.91
2019/10/24,208.88
2019/10/25,208.64
2019/10/28,208.34
2019/10/29,208.43
2019/10/30,209.03
2019/10/31,209.79
2019/11/1,209.66
2019/11/4,209.13
2019/11/5,208.47
2019/11/6,208.85
2019/11/7,207.97
2019/11/8,207.83
2019/11/12,208.13
2019/11/13,208.45
2019/11/14,209.01
2019/11/15,208.92
2019/11/18,209.12
2019/11/19,209.36
2019/11/20,209.82
2019/11/21,209.52
2019/11/22,209.52
2019/11/25,209.7
2019/11/26,210.03
2019/11/27,209.77
2019/11/29,209.75
2019/12/2,209.29
2019/12/3,210.32
2019/12/4,209.89
2019/12/5,209.67
2019/12/6,209.4
2019/12/9,209.56
2019/12/10,209.51
2019/12/11,209.97
2019/12/12,209.18
2019/12/13,209.91
2019/12/16,209.48
2019/12/17,209.55
2019/12/18,209.27
2019/12/19,209.38
2019/12/20,209.41
2019/12/23,209.31
2019/12/24,209.57
2019/12/26,209.68
2019/12/27,209.91
2019/12/30,209.89
2019/12/31,209.54
2020/1/2,210.02
2020/1/3,210.73
2020/1/6,210.53
2020/1/7,210.33
2020/1/8,210.01
2020/1/9,210.16
2020/1/10,210.58
2020/1/13,210.5
2020/1/14,210.72
2020/1/15,211.03
2020/1/16,210.91
2020/1/17,210.76
2020/1/21,211.33
2020/1/22,211.47
2020/1/23,211.78
2020/1/24,212.18
2020/1/27,212.9
2020/1/28,212.52
2020/1/29,213.07
2020/1/30,213.06
